Supplier name;Transaction value;Transaction date;Supplier org number;Supplier country;Revenue;ebit;ebit_margin;financial_data_year
THE POST AS;7567,293709;2019-05-02;984661185;Norway;1500182756;-33862631,51;-0,022572338;2019
THE POST AS;7567,142561;2019-10-09;984661185;Norway;1500182756;-33862631,51;-0,022572338;2019
SPECIAL DELIVERY 4U AS;7566,231955;2017-10-19;958178387;Norway;264720360,6;2303444,806;0,008701427;2017
SOV HER AS;7564,483711;2020-09-08;;Norway;;;;
SPECIAL DELIVERY 4U AS;7563,741882;2017-12-24;958178387;Norway;264720360,6;2303444,806;0,008701427;2017
SKANDINAVISKA BATTERIER AB;7560,704258;2018-12-06;556684-4535;Sweden;1580248,29;54177,96947;0,034284466;2018
GENERAL MANUFACTURING EQUIPMENT AS;7560,218828;2017-12-27;831018682;Norway;173796128,6;11484206,94;0,066078612;2017
THE POST AS;7556,901208;2019-09-08;984661185;Norway;1500182756;-33862631,51;-0,022572338;2019
VASKERIET AS;7556,754512;2019-11-09;;Norway;;;;
SUB OIL S.A;7555,385545;2018-03-28;;France;;;;
TECHNICAL GAS AS;7554,185832;2020-07-13;985455481;Norway;2872139,906;1699872,383;0,591848739;2020
SOV HER AS;7553,01149;2020-07-10;;Norway;;;;
NORSKE CONTAINERE AS;7542,429334;2020-05-13;;Norway;;;;
SPECIAL DELIVERY 4U AS;7538,880446;2017-07-30;958178387;Norway;264720360,6;2303444,806;0,008701427;2017
HARDWARE LTD;7538,299126;2018-09-21;;Ukraine;;;;
TECHNICAL GAS AS;7537,255372;2020-06-12;985455481;Norway;2872139,906;1699872,383;0,591848739;2020
ALL GOOD ALUMINIUM LTD;7536,948732;2019-11-25;929514173;Norway;847815750,7;-23181130,3;-0,027342179;2019
GENERAL MANUFACTURING EQUIPMENT AS;7532,615054;2020-03-18;831018682;Norway;173456378,6;15474447,13;0,089212327;2020
AMAZON DATA SERVICES IRELAND LTD;7532,402051;2019-10-24;;Ireland;;;;
SMÃ˜REMIDLER AS;7529,885946;2019-12-04;;Norway;;;;
SWEDISH OILS AB;7528,041435;2017-06-25;;Sweden;;;;
SUB OIL S.A;7525,978931;2020-06-17;;France;;;;
ALL GOOD ALUMINIUM LTD;7523,23196;2019-11-20;929514173;Norway;847815750,7;-23181130,3;-0,027342179;2019
VASKERIET AS;7522,370372;2018-03-03;;Norway;;;;
GENERAL MANUFACTURING EQUIPMENT AS;7521,74874;2020-12-02;831018682;Norway;173456378,6;15474447,13;0,089212327;2020
SPECIAL DELIVERY 4U AS;7520,855047;2017-03-19;958178387;Norway;264720360,6;2303444,806;0,008701427;2017
SPECIAL DELIVERY 4U AS;7517,185624;2017-10-23;958178387;Norway;264720360,6;2303444,806;0,008701427;2017
TECHNICAL GAS AS;7516,685957;2020-07-27;985455481;Norway;2872139,906;1699872,383;0,591848739;2020
THE POST AS;7514,530023;2020-05-07;984661185;Norway;1382172448;78150028,56;0,056541446;2020
ALADDIN REFINED OILS INC;7513,638164;2018-04-03;;United States;;;;
TECHNICAL GAS AS;7510,220978;2020-12-17;985455481;Norway;2872139,906;1699872,383;0,591848739;2020
ALL GOOD ALUMINIUM LTD;7509,793991;2020-11-17;929514173;Norway;750813657,6;86750778,99;0,115542356;2020
SPECIAL DELIVERY 4U AS;7507,806757;2017-10-16;958178387;Norway;264720360,6;2303444,806;0,008701427;2017
SOV HER AS;7504,664867;2020-11-07;;Norway;;;;
ALL GOOD ALUMINIUM LTD;7504,168387;2019-07-29;929514173;Norway;847815750,7;-23181130,3;-0,027342179;2019
GOOGLE IRELAND LTD.;7503,514341;2020-01-07;;Ireland;;;;
TECHNICAL GAS AS;7502,562348;2020-03-02;985455481;Norway;2872139,906;1699872,383;0,591848739;2020
ALL GOOD ALUMINIUM LTD;7501,898438;2019-08-19;929514173;Norway;847815750,7;-23181130,3;-0,027342179;2019
SPECIAL DELIVERY 4U AS;7497,228191;2017-09-18;958178387;Norway;264720360,6;2303444,806;0,008701427;2017
ALL GOOD ALUMINIUM LTD;7496,897084;2020-07-28;929514173;Norway;750813657,6;86750778,99;0,115542356;2020
ONSITE SURVEILLANCE AS;7496,028611;2018-02-13;987198206;Norway;2402468,185;187186,1715;0,07791411;2018
TECHNICAL GAS AS;7495,923555;2020-09-23;985455481;Norway;2872139,906;1699872,383;0,591848739;2020
ALL GOOD ALUMINIUM LTD;7494,609083;2019-10-19;929514173;Norway;847815750,7;-23181130,3;-0,027342179;2019
ALL GOOD ALUMINIUM LTD;7491,732063;2017-05-26;929514173;Norway;899527923,4;155708465;0,173100202;2017
THE POST AS;7491,433916;2019-08-18;984661185;Norway;1500182756;-33862631,51;-0,022572338;2019
FIRE SAFETY PTY;7490,218775;2017-09-06;;Singapore;;;;
ALL GOOD ALUMINIUM LTD;7489,194239;2020-08-05;929514173;Norway;750813657,6;86750778,99;0,115542356;2020
SPECIAL DELIVERY 4U AS;7488,630237;2017-06-01;958178387;Norway;264720360,6;2303444,806;0,008701427;2017
SPECIAL DELIVERY 4U AS;7487,236909;2018-02-06;958178387;Norway;276315469,5;1725660,84;0,006245256;2018
ALL GOOD ALUMINIUM LTD;7484,163092;2020-11-24;929514173;Norway;750813657,6;86750778,99;0,115542356;2020
ALL GOOD ALUMINIUM LTD;7482,450178;2020-09-24;929514173;Norway;750813657,6;86750778,99;0,115542356;2020
AMAZON DATA SERVICES IRELAND LTD;7481,72213;2020-11-07;;Ireland;;;;
SPECIAL DELIVERY 4U AS;7478,49404;2018-03-19;958178387;Norway;276315469,5;1725660,84;0,006245256;2018
AMAZON DATA SERVICES IRELAND LTD;7477,567812;2019-11-27;;Ireland;;;;
ALL GOOD ALUMINIUM LTD;7476,906313;2020-10-21;929514173;Norway;750813657,6;86750778,99;0,115542356;2020
SPECIAL DELIVERY 4U AS;7474,802548;2018-04-07;958178387;Norway;276315469,5;1725660,84;0,006245256;2018
THE POST AS;7474,802466;2020-03-19;984661185;Norway;1382172448;78150028,56;0,056541446;2020
ALL GOOD ALUMINIUM LTD;7474,342944;2019-11-25;929514173;Norway;847815750,7;-23181130,3;-0,027342179;2019
SUB OIL S.A;7472,011823;2018-05-23;;France;;;;
FLAMMABLE GAS AS;7471,853509;2019-10-20;934863909;Norway;191576474,2;34252847,21;0,178794642;2019
ALADDIN REFINED OILS INC;7469,77014;2017-10-17;;United States;;;;
NORSKE CONTAINERE AS;7469,663134;2017-03-22;;Norway;;;;
FLAMMABLE GAS AS;7468,095297;2019-07-20;934863909;Norway;191576474,2;34252847,21;0,178794642;2019
ALL GOOD ALUMINIUM LTD;7467,573224;2020-11-23;929514173;Norway;750813657,6;86750778,99;0,115542356;2020
GENERAL MANUFACTURING EQUIPMENT AS;7463,676753;2019-12-01;831018682;Norway;179531246,6;11956429,41;0,066598041;2019
TECHNICAL GAS AS;7462,195403;2020-11-02;985455481;Norway;2872139,906;1699872,383;0,591848739;2020
SKANDINAVISKA BATTERIER AB;7459,119497;2018-04-26;556684-4535;Sweden;1580248,29;54177,96947;0,034284466;2018
SKANDINAVISKA BATTERIER AB;7459,093999;2018-09-13;556684-4535;Sweden;1580248,29;54177,96947;0,034284466;2018
SMÃ˜REMIDLER AS;7458,262246;2020-01-01;;Norway;;;;
SOV HER AS;7458,018929;2019-07-16;;Norway;;;;
ALL GOOD ALUMINIUM LTD;7457,764526;2019-11-05;929514173;Norway;847815750,7;-23181130,3;-0,027342179;2019
TELECOM A/S;7452,738904;2017-07-19;20367997;Denmark;;;;
TECHNICAL GAS AS;7449,25347;2017-04-03;985455481;Norway;3890098,095;137100,0331;0,035243336;2017
TECHNICAL GAS AS;7448,571916;2020-02-25;985455481;Norway;2872139,906;1699872,383;0,591848739;2020
123 ELECTRO LTD;7446,716394;2018-05-24;;Ukraine;;;;
TECHNICAL GAS AS;7441,568399;2020-03-20;985455481;Norway;2872139,906;1699872,383;0,591848739;2020
TECHNICAL GAS AS;7437,600507;2017-05-21;985455481;Norway;3890098,095;137100,0331;0,035243336;2017
TECHNICAL GAS AS;7436,666946;2020-11-02;985455481;Norway;2872139,906;1699872,383;0,591848739;2020
TECHNICAL GAS AS;7436,450322;2020-02-03;985455481;Norway;2872139,906;1699872,383;0,591848739;2020
SPECIAL DELIVERY 4U AS;7431,393712;2017-02-09;958178387;Norway;264720360,6;2303444,806;0,008701427;2017
SOV HER AS;7429,669663;2018-03-23;;Norway;;;;
SPECIAL DELIVERY 4U AS;7428,068931;2018-03-23;958178387;Norway;276315469,5;1725660,84;0,006245256;2018
GOOGLE IRELAND LTD.;7427,143002;2020-09-05;;Ireland;;;;
GOOGLE IRELAND LTD.;7427,049675;2019-08-08;;Ireland;;;;
SPECIAL DELIVERY 4U AS;7420,710622;2018-03-11;958178387;Norway;276315469,5;1725660,84;0,006245256;2018
ALL GOOD ALUMINIUM LTD;7419,045537;2020-07-06;929514173;Norway;750813657,6;86750778,99;0,115542356;2020
ALL GOOD ALUMINIUM LTD;7416,106697;2020-11-06;929514173;Norway;750813657,6;86750778,99;0,115542356;2020
THE POST AS;7411,951265;2019-03-14;984661185;Norway;1500182756;-33862631,51;-0,022572338;2019
THE POST AS;7408,037156;2019-09-25;984661185;Norway;1500182756;-33862631,51;-0,022572338;2019
PHONING AS;7405,549826;2019-05-07;976967631;Norway;2900595745;370443552,8;0,12771292;2019
TELECOM A/S;7405,2984;2020-01-18;20367997;Denmark;;;;
PHONING AS;7405,006802;2017-09-22;976967631;Norway;2976971632;374208455,6;0,125701049;2017
BATTERIES AS;7402,560928;2019-03-23;;Norway;;;;
ALL GOOD ALUMINIUM LTD;7402,138017;2017-07-13;929514173;Norway;899527923,4;155708465;0,173100202;2017
TECHNICAL GAS AS;7400,53959;2018-08-20;985455481;Norway;3704664,898;259776,0844;0,070121345;2018
TECHNICAL GAS AS;7400,183815;2017-11-27;985455481;Norway;3890098,095;137100,0331;0,035243336;2017
GENERAL MANUFACTURING EQUIPMENT AS;7398,925757;2020-05-03;831018682;Norway;173456378,6;15474447,13;0,089212327;2020
ALL GOOD ALUMINIUM LTD;7398,764495;2020-07-29;929514173;Norway;750813657,6;86750778,99;0,115542356;2020
TELECOM A/S;7398,504402;2020-03-01;20367997;Denmark;;;;
ALL GOOD ALUMINIUM LTD;7397,551957;2017-07-26;929514173;Norway;899527923,4;155708465;0,173100202;2017
TECHNICAL GAS AS;7394,880093;2020-02-08;985455481;Norway;2872139,906;1699872,383;0,591848739;2020
SPECIAL DELIVERY 4U AS;7391,641172;2018-03-25;958178387;Norway;276315469,5;1725660,84;0,006245256;2018
TECHNICAL GAS AS;7391,086679;2020-08-14;985455481;Norway;2872139,906;1699872,383;0,591848739;2020
HARDWARE LTD;7390,188786;2017-01-13;;Ukraine;;;;
AMAZON DATA SERVICES IRELAND LTD;7390,006559;2019-03-26;;Ireland;;;;
FIRE SAFETY PTY;7389,045921;2020-09-30;;Singapore;;;;
ALL GOOD ALUMINIUM LTD;7388,690483;2019-12-12;929514173;Norway;847815750,7;-23181130,3;-0,027342179;2019
BATTERIES AS;7386,62907;2020-11-28;;Norway;;;;
TECHNICAL GAS AS;7385,336835;2020-09-22;985455481;Norway;2872139,906;1699872,383;0,591848739;2020
GOOGLE IRELAND LTD.;7381,342701;2020-08-11;;Ireland;;;;
PHONING AS;7380,60933;2017-02-25;976967631;Norway;2976971632;374208455,6;0,125701049;2017
AMAZON DATA SERVICES IRELAND LTD;7377,005889;2020-10-19;;Ireland;;;;
TECHNICAL GAS AS;7374,287265;2020-09-25;985455481;Norway;2872139,906;1699872,383;0,591848739;2020
ALL GOOD ALUMINIUM LTD;7369,224364;2019-10-01;929514173;Norway;847815750,7;-23181130,3;-0,027342179;2019
THE POST AS;7368,530441;2020-05-11;984661185;Norway;1382172448;78150028,56;0,056541446;2020
SMÃ˜REMIDLER AS;7368,464244;2019-02-27;;Norway;;;;
TECHNICAL GAS AS;7368,066885;2017-05-11;985455481;Norway;3890098,095;137100,0331;0,035243336;2017
ALL GOOD ALUMINIUM LTD;7366,457785;2020-10-04;929514173;Norway;750813657,6;86750778,99;0,115542356;2020
SUB OIL S.A;7366,406966;2019-06-19;;France;;;;
SPECIAL DELIVERY 4U AS;7362,293453;2018-11-01;958178387;Norway;276315469,5;1725660,84;0,006245256;2018
AMAZON DATA SERVICES IRELAND LTD;7361,380501;2019-04-24;;Ireland;;;;
SMÃ˜REMIDLER AS;7359,260228;2017-03-01;;Norway;;;;
TECHNICAL GAS AS;7358,717133;2020-05-19;985455481;Norway;2872139,906;1699872,383;0,591848739;2020
TIRESOME TIRES LTD;7358,280336;2018-01-22;;Ukraine;;;;
ALL GOOD ALUMINIUM LTD;7357,312914;2020-07-29;929514173;Norway;750813657,6;86750778,99;0,115542356;2020
SOV HER AS;7353,45584;2017-07-26;;Norway;;;;
TECHNICAL GAS AS;7351,737083;2020-04-12;985455481;Norway;2872139,906;1699872,383;0,591848739;2020
VASKERIET AS;7350,442987;2018-04-28;;Norway;;;;
JOHAN SVERDRUP GAS STATION AS;7349,893671;2019-12-18;914766451;Norway;1439843637;61475448,49;0,04269592;2019
THE POST AS;7349,461829;2020-03-22;984661185;Norway;1382172448;78150028,56;0,056541446;2020
PHONING AS;7348,66363;2017-07-02;976967631;Norway;2976971632;374208455,6;0,125701049;2017
TECHNICAL GAS AS;7347,649525;2017-07-21;985455481;Norway;3890098,095;137100,0331;0,035243336;2017
THE POST AS;7347,469503;2020-05-05;984661185;Norway;1382172448;78150028,56;0,056541446;2020
ALL GOOD ALUMINIUM LTD;7347,403718;2020-08-10;929514173;Norway;750813657,6;86750778,99;0,115542356;2020
FIRE SAFETY PTY;7341,892091;2017-11-01;;Singapore;;;;
SWEDISH OILS AB;7340,596208;2018-04-01;;Sweden;;;;
GENERAL MANUFACTURING EQUIPMENT AS;7340,425074;2020-07-18;831018682;Norway;173456378,6;15474447,13;0,089212327;2020
VASKERIET AS;7340,172976;2019-03-02;;Norway;;;;
TECHNICAL GAS AS;7338,970732;2020-04-26;985455481;Norway;2872139,906;1699872,383;0,591848739;2020
AMAZON DATA SERVICES IRELAND LTD;7334,850845;2019-02-26;;Ireland;;;;
SWEDISH OILS AB;7330,617862;2019-08-18;;Sweden;;;;
HARDWARE LTD;7330,460957;2018-11-16;;Ukraine;;;;
AMAZON DATA SERVICES IRELAND LTD;7330,057479;2019-01-06;;Ireland;;;;
TECHNICAL GAS AS;7329,405935;2020-05-29;985455481;Norway;2872139,906;1699872,383;0,591848739;2020
SPECIAL DELIVERY 4U AS;7328,411401;2020-10-22;958178387;Norway;277250146,5;5577642,397;0,020117726;2020
TECHNICAL GAS AS;7319,938909;2020-05-28;985455481;Norway;2872139,906;1699872,383;0,591848739;2020
VIN DIESEL STATION AS;7312,807835;2020-03-09;913285670;Norway;1010853630;44596483,69;0,044117647;2020
SWEDISH OILS AB;7311,940458;2020-05-24;;Sweden;;;;
VIN DIESEL STATION AS;7310,045424;2019-03-16;913285670;Norway;1372572906;25226524,15;0,018379005;2019
HARDWARE LTD;7307,99016;2019-05-31;;Ukraine;;;;
TIRESERVICE GLOBAL LTD;7301,78126;2019-12-12;;Ukraine;;;;
ALL GOOD ALUMINIUM LTD;7298,034178;2020-11-10;929514173;Norway;750813657,6;86750778,99;0,115542356;2020
ALL GOOD ALUMINIUM LTD;7294,875157;2020-08-21;929514173;Norway;750813657,6;86750778,99;0,115542356;2020
VASK MED MER AS;7294,611106;2020-12-08;;Norway;;;;
GOOGLE IRELAND LTD.;7293,007998;2019-10-10;;Ireland;;;;
TECHNICAL GAS AS;7292,863617;2020-03-18;985455481;Norway;2872139,906;1699872,383;0,591848739;2020
TELECOM AS;7292,787213;2017-09-21;981929055;Norway;1125166064;267983100,3;0,238172043;2017
AMAZON DATA SERVICES IRELAND LTD;7288,54623;2020-12-29;;Ireland;;;;
PHONING AS;7283,428578;2017-04-21;976967631;Norway;2976971632;374208455,6;0,125701049;2017
AMAZON DATA SERVICES IRELAND LTD;7281,68871;2019-07-23;;Ireland;;;;
SOV HER AS;7277,161028;2017-09-24;;Norway;;;;
VASKERIET AS;7277,155742;2018-08-18;;Norway;;;;
ALL GOOD ALUMINIUM LTD;7277,112313;2020-10-21;929514173;Norway;750813657,6;86750778,99;0,115542356;2020
SOV HER AS;7274,916375;2018-07-21;;Norway;;;;
FLAMMABLE GAS AS;7274,017338;2018-11-12;934863909;Norway;194540352,6;34394844,88;0,176800568;2018
VASKERIET AS;7273,465988;2018-03-31;;Norway;;;;
GOOGLE IRELAND LTD.;7271,94539;2019-12-09;;Ireland;;;;
AMAZON DATA SERVICES IRELAND LTD;7269,168426;2020-07-07;;Ireland;;;;
ALL GOOD ALUMINIUM LTD;7268,965233;2020-06-26;929514173;Norway;750813657,6;86750778,99;0,115542356;2020
TELECOM A/S;7266,061054;2017-11-02;20367997;Denmark;;;;
ALL GOOD ALUMINIUM LTD;7263,398089;2019-08-30;929514173;Norway;847815750,7;-23181130,3;-0,027342179;2019
THE POST AS;7259,605959;2020-04-30;984661185;Norway;1382172448;78150028,56;0,056541446;2020
TIRESOME TIRES LTD;7258,265718;2020-07-06;;Ukraine;;;;
GOOGLE IRELAND LTD.;7257,21042;2019-11-24;;Ireland;;;;
GOOGLE IRELAND LTD.;7256,465734;2019-09-03;;Ireland;;;;
VASK MED MER AS;7256,318099;2020-08-18;;Norway;;;;
VASK MED MER AS;7255,413218;2020-01-07;;Norway;;;;
ALL GOOD ALUMINIUM LTD;7254,407869;2020-07-22;929514173;Norway;750813657,6;86750778,99;0,115542356;2020
SMÃ˜REMIDLER AS;7251,676984;2018-12-05;;Norway;;;;
ALL GOOD ALUMINIUM LTD;7251,322434;2020-07-23;929514173;Norway;750813657,6;86750778,99;0,115542356;2020
THE POST AS;7251,026448;2020-06-22;984661185;Norway;1382172448;78150028,56;0,056541446;2020
TELECOM A/S;7248,952916;2017-03-21;20367997;Denmark;;;;
VIN DIESEL STATION AS;7248,533257;2019-02-11;913285670;Norway;1372572906;25226524,15;0,018379005;2019
PHONING AS;7248,404196;2019-08-27;976967631;Norway;2900595745;370443552,8;0,12771292;2019
VIN DIESEL STATION AS;7245,712619;2020-07-18;913285670;Norway;1010853630;44596483,69;0,044117647;2020
SOV HER AS;7244,975833;2018-01-22;;Norway;;;;
TECHNICAL GAS AS;7244,374549;2017-04-12;985455481;Norway;3890098,095;137100,0331;0,035243336;2017
SPECIAL DELIVERY 4U AS;7243,130205;2020-09-21;958178387;Norway;277250146,5;5577642,397;0,020117726;2020
PHONING AS;7240,419509;2017-02-02;976967631;Norway;2976971632;374208455,6;0,125701049;2017
SPECIAL DELIVERY 4U AS;7235,390732;2018-02-28;958178387;Norway;276315469,5;1725660,84;0,006245256;2018
TECHNICAL GAS AS;7233,727833;2020-03-17;985455481;Norway;2872139,906;1699872,383;0,591848739;2020
AMAZON DATA SERVICES IRELAND LTD;7228,794684;2019-06-19;;Ireland;;;;
TECHNICAL GAS AS;7226,914685;2020-05-28;985455481;Norway;2872139,906;1699872,383;0,591848739;2020
ALL GOOD ALUMINIUM LTD;7226,744014;2020-06-11;929514173;Norway;750813657,6;86750778,99;0,115542356;2020
ALADDIN REFINED OILS INC;7226,024848;2018-05-01;;United States;;;;
TECHNICAL GAS AS;7225,661633;2020-06-13;985455481;Norway;2872139,906;1699872,383;0,591848739;2020
AMAZON DATA SERVICES IRELAND LTD;7225,299414;2020-03-08;;Ireland;;;;
GOOGLE IRELAND LTD.;7224,714563;2020-10-27;;Ireland;;;;
SUB OIL S.A;7224,62005;2018-06-20;;France;;;;
ALL GOOD ALUMINIUM LTD;7223,638712;2020-09-05;929514173;Norway;750813657,6;86750778,99;0,115542356;2020
SWEDISH OILS AB;7216,90916;2020-06-21;;Sweden;;;;
PHONING AS;7215,250929;2019-06-09;976967631;Norway;2900595745;370443552,8;0,12771292;2019
VIN DIESEL STATION AS;7214,038555;2019-04-05;913285670;Norway;1372572906;25226524,15;0,018379005;2019
VASKERIET AS;7211,717295;2017-08-19;;Norway;;;;
SPECIAL DELIVERY 4U AS;7210,410921;2018-07-29;958178387;Norway;276315469,5;1725660,84;0,006245256;2018
NORSKE CONTAINERE AS;7206,241921;2018-05-16;;Norway;;;;
TECHNICAL GAS AS;7202,312204;2020-04-23;985455481;Norway;2872139,906;1699872,383;0,591848739;2020
GENERAL MANUFACTURING EQUIPMENT AS;7201,317917;2017-02-05;831018682;Norway;173796128,6;11484206,94;0,066078612;2017
VASKERIET AS;7200,429146;2020-05-23;;Norway;;;;
VIN DIESEL STATION AS;7200,028933;2020-04-28;913285670;Norway;1010853630;44596483,69;0,044117647;2020
SPECIAL DELIVERY 4U AS;7199,258859;2018-02-04;958178387;Norway;276315469,5;1725660,84;0,006245256;2018
ALL GOOD ALUMINIUM LTD;7194,969789;2020-10-08;929514173;Norway;750813657,6;86750778,99;0,115542356;2020
VIN DIESEL STATION AS;7192,306007;2020-11-12;913285670;Norway;1010853630;44596483,69;0,044117647;2020
AMAZON DATA SERVICES IRELAND LTD;7191,879446;2019-05-21;;Ireland;;;;
SPECIAL DELIVERY 4U AS;7191,50721;2018-05-29;958178387;Norway;276315469,5;1725660,84;0,006245256;2018
ALL GOOD ALUMINIUM LTD;7190,715473;2020-08-24;929514173;Norway;750813657,6;86750778,99;0,115542356;2020
GENERAL MANUFACTURING EQUIPMENT AS;7189,540696;2018-05-07;831018682;Norway;187469038,8;12917074,09;0,068902439;2018
ALL GOOD ALUMINIUM LTD;7186,430809;2019-06-16;929514173;Norway;847815750,7;-23181130,3;-0,027342179;2019
PHONING AS;7185,531085;2019-02-10;976967631;Norway;2900595745;370443552,8;0,12771292;2019
SMÃ˜REMIDLER AS;7184,566172;2017-07-19;;Norway;;;;
SUB OIL S.A;7184,309699;2019-10-09;;France;;;;
123 ELECTRO LTD;7180,257869;2017-05-24;;Ukraine;;;;
SPECIAL DELIVERY 4U AS;7180,110187;2020-08-02;958178387;Norway;277250146,5;5577642,397;0,020117726;2020
SUB OIL S.A;7176,85049;2020-04-22;;France;;;;
AMAZON DATA SERVICES IRELAND LTD;7169,535558;2020-06-02;;Ireland;;;;
SPECIAL DELIVERY 4U AS;7169,070738;2019-11-27;958178387;Norway;282615814,6;4782282,294;0,016921496;2019
TECHNICAL GAS AS;7167,973189;2020-07-10;985455481;Norway;2872139,906;1699872,383;0,591848739;2020
THE POST AS;7167,565002;2020-04-22;984661185;Norway;1382172448;78150028,56;0,056541446;2020
FLAMMABLE GAS AS;7164,658453;2018-07-29;934863909;Norway;194540352,6;34394844,88;0,176800568;2018
VIN DIESEL STATION AS;7162,195905;2020-06-01;913285670;Norway;1010853630;44596483,69;0,044117647;2020
SPECIAL DELIVERY 4U AS;7159,380946;2017-05-27;958178387;Norway;264720360,6;2303444,806;0,008701427;2017
BATTERIES AS;7155,454175;2018-04-21;;Norway;;;;
VASKERIET AS;7155,053933;2018-07-21;;Norway;;;;
TELECOM A/S;7152,623269;2019-12-10;20367997;Denmark;;;;
SPECIAL DELIVERY 4U AS;7152,183509;2018-08-04;958178387;Norway;276315469,5;1725660,84;0,006245256;2018
SPECIAL DELIVERY 4U AS;7151,73244;2018-02-11;958178387;Norway;276315469,5;1725660,84;0,006245256;2018
SOV HER AS;7151,498857;2018-09-19;;Norway;;;;
ALL GOOD ALUMINIUM LTD;7147,055947;2019-08-31;929514173;Norway;847815750,7;-23181130,3;-0,027342179;2019
SWEDISH OILS AB;7146,390124;2018-07-22;;Sweden;;;;
TECHNICAL GAS AS;7135,232003;2020-05-08;985455481;Norway;2872139,906;1699872,383;0,591848739;2020
STERN OFFICE INTL;7135,124391;2020-03-22;;United States;;;;
ALL GOOD ALUMINIUM LTD;7132,725002;2020-06-11;929514173;Norway;750813657,6;86750778,99;0,115542356;2020
ALL GOOD ALUMINIUM LTD;7128,83386;2020-11-18;929514173;Norway;750813657,6;86750778,99;0,115542356;2020
HARDWARE LTD;7120,832652;2017-07-28;;Ukraine;;;;
TELECOM A/S;7119,46783;2020-02-07;20367997;Denmark;;;;
SPECIAL DELIVERY 4U AS;7118,047717;2019-06-17;958178387;Norway;282615814,6;4782282,294;0,016921496;2019
VASK MED MER AS;7115,459447;2020-09-15;;Norway;;;;
SOV HER AS;7114,114991;2019-09-14;;Norway;;;;
SPECIAL DELIVERY 4U AS;7110,797533;2018-07-27;958178387;Norway;276315469,5;1725660,84;0,006245256;2018
SPECIAL DELIVERY 4U AS;7110,74703;2017-03-29;958178387;Norway;264720360,6;2303444,806;0,008701427;2017
SPECIAL DELIVERY 4U AS;7110,254703;2018-11-09;958178387;Norway;276315469,5;1725660,84;0,006245256;2018
TECHNICAL GAS AS;7109,961674;2020-03-13;985455481;Norway;2872139,906;1699872,383;0,591848739;2020
VASKERIET AS;7109,675273;2019-02-02;;Norway;;;;
TECHNICAL GAS AS;7097,464797;2020-04-30;985455481;Norway;2872139,906;1699872,383;0,591848739;2020
AMAZON DATA SERVICES IRELAND LTD;7096,95267;2020-01-05;;Ireland;;;;
ALADDIN REFINED OILS INC;7096,862469;2019-09-17;;United States;;;;
GOOGLE IRELAND LTD.;7096,288275;2020-02-18;;Ireland;;;;
GOOGLE IRELAND LTD.;7096,086083;2020-05-04;;Ireland;;;;
ALL GOOD ALUMINIUM LTD;7095,631998;2020-11-10;929514173;Norway;750813657,6;86750778,99;0,115542356;2020
FLAMMABLE GAS AS;7094,814198;2019-11-06;934863909;Norway;191576474,2;34252847,21;0,178794642;2019
FLAMMABLE GAS AS;7094,085896;2018-09-08;934863909;Norway;194540352,6;34394844,88;0,176800568;2018
ONE-CONSULTING LTD;7093,709208;2017-01-27;;Ukraine;;;;
ALL GOOD ALUMINIUM LTD;7090,948071;2020-12-29;929514173;Norway;750813657,6;86750778,99;0,115542356;2020
SWEDISH OILS AB;7090,026686;2020-04-26;;Sweden;;;;
SPECIAL DELIVERY 4U AS;7089,049452;2017-08-07;958178387;Norway;264720360,6;2303444,806;0,008701427;2017
VASK MED MER AS;7088,035617;2020-11-10;;Norway;;;;
TECHNICAL GAS AS;7083,506025;2020-03-07;985455481;Norway;2872139,906;1699872,383;0,591848739;2020
VASKERIET AS;7080,926586;2019-04-27;;Norway;;;;
SPECIAL DELIVERY 4U AS;7080,663622;2018-12-23;958178387;Norway;276315469,5;1725660,84;0,006245256;2018
TECHNICAL GAS AS;7074,040502;2017-04-15;985455481;Norway;3890098,095;137100,0331;0,035243336;2017
PHONING AS;7073,305806;2017-03-09;976967631;Norway;2976971632;374208455,6;0,125701049;2017
TELECOM A/S;7071,728025;2017-12-23;20367997;Denmark;;;;
ALL GOOD ALUMINIUM LTD;7070,813022;2020-12-12;929514173;Norway;750813657,6;86750778,99;0,115542356;2020
TIRESOME TIRES LTD;7070,181349;2019-02-18;;Ukraine;;;;
FIRE SAFETY PTY;7069,296375;2019-03-20;;Singapore;;;;
TIRESOME TIRES LTD;7068,469047;2020-03-16;;Ukraine;;;;
AMAZON DATA SERVICES IRELAND LTD;7062,42948;2019-08-12;;Ireland;;;;
ALL GOOD ALUMINIUM LTD;7062,395117;2019-12-09;929514173;Norway;847815750,7;-23181130,3;-0,027342179;2019
ALL GOOD ALUMINIUM LTD;7061,06374;2020-11-14;929514173;Norway;750813657,6;86750778,99;0,115542356;2020
ALL GOOD ALUMINIUM LTD;7052,29146;2020-06-08;929514173;Norway;750813657,6;86750778,99;0,115542356;2020
TECHNICAL GAS AS;7048,303887;2020-04-29;985455481;Norway;2872139,906;1699872,383;0,591848739;2020
ALL GOOD ALUMINIUM LTD;7044,027239;2017-07-06;929514173;Norway;899527923,4;155708465;0,173100202;2017
ALL GOOD ALUMINIUM LTD;7043,62947;2020-11-22;929514173;Norway;750813657,6;86750778,99;0,115542356;2020
GOOGLE IRELAND LTD.;7034,794599;2020-04-03;;Ireland;;;;
